_id,Uid,Техместо,Наименование,Диспетчерское наименование,Класс
65a2361a96b9132bd04d7d8d,fa8b64fb-a44f-4127-a7df-096177973a7e,PS110-000414,ПС 110 кВ БереговаяМЭС,ПС 110 кВ Береговая (МЭС),Substation
65a2361a96b9132bd04d7d8e,fad0c505-5e7c-43b7-84da-4127887b492f,PS110-000801,ПС 110 кВ Ново-Широкая,ПС 110 кВ Ново-Широкая,Substation
65a2361a96b9132bd04d7d8f,fb2c9292-ba5e-4783-9cea-f455fa0d1eab,PS110-000505,ПС 110 кВ Грамотеинская-3/4,ПС 110 кВ Грамотеинская-3\4,Substation
65a2361a96b9132bd04d7d90,fc02f431-7421-459e-b75a-962479de1d9c,PS110-000772,ПС 110 кВ Верхняя Давенда,ПС 110 кВ Верхняя Давенда,Substation
65a2361a96b9132bd04d7d91,fc4202ea-c230-45ce-a687-b2e0f6ecb034,PS110-000420,ПС 110 кВ Тагарская,ПС 110 кВ Тагарская,Substation
65a2361a96b9132bd04d7d92,fc70ca11-b35d-4bca-8b84-a785ef3522f6,PS110-000214,ПС 110 кВ Зятьково Реченская,ПС 110 кВ Зятьково Реченская,Substation
65a2361a96b9132bd04d7d93,fca2813a-57da-40c4-8598-d0e1565144e8,PS110-000800,ПС 110 кВ Акатуй,ПС 110 кВ Акатуй,Substation
65a2361a96b9132bd04d7d94,fca435d2-20ea-4607-a3ad-fbc08624d34b,PS110-000352,ПС 110 кВ Новоалтатка,ПС 110 кВ Н.Алтатка,Substation
65a2361a96b9132bd04d7d95,fcf4c843-6b09-4ce0-a607-0426a2bdec2d,PS110-000222,ПС 110 кВ Завьяловская,ПС 110 кВ Завьяловская,Substation
65a2361a96b9132bd04d7d96,FD1BD0EE-40A2-4E06-B90D-9EE1511DD49A,PS110-001220,ПС 110 кВ Самарта,ПС 110 кВ Самарта,Substation
65a2361a96b9132bd04d7d97,fec60958-9eb0-40ee-a42b-bd62ccbbe308,PS110-000407,ПС 110 кВ Солонцы,ПС 110 кВ Солонцы,Substation
65a2361a96b9132bd04d7d98,ff0f02d1-5939-4c82-84ba-ab34e4ec159a,PS110-000356,ПС 110 кВ Малый Имыш,ПС 110 кВ М.Имыш,Substation
65a2361a96b9132bd04d7d99,ffb986b5-a307-4bbf-8ad5-24f6861c5749,PS110-000039,ПС 110 кВ Прибайкальская,ПС 110 кВ Прибайкальская,Substation
65a2361a96b9132bd04d7d9a,ffc8e32b-a6cd-4d80-a3ed-c1fbdec17d57,PS110-000409,ПС 110 кВ Миндерла,ПС 110 кВ Миндерла,Substation
65a2361a96b9132bd04d7d9b,ffcc3156-384d-4114-8212-c24143162613,PS110-000812,ПС 110 кВ Борзя Западная,ПС 110 кВ Борзя Западная,Substation
65a2361a96b9132bd04d7d9c,0404994c-6106-4d13-beac-c38bcc087727,PS110-000684,ПС 110 кВ Оросительная,ПС 110 кВ Оросительная,Substation
65a2361a96b9132bd04d7d9d,05ae6923-0cd7-41c7-8422-7a2204c589b8,PS110-000636,ПС 110 кВ Новоцарицыно,ПС 110 кВ Новоцарицыно,Substation
65a2361a96b9132bd04d7d9e,0872b699-cd93-4aad-ab5a-2b64099c81c1,PS110-000676,ПС 110 кВ Знаменка,ПС 110 кВ Знаменка,Substation
65a2361a96b9132bd04d7d9f,0d0320a7-938d-4886-9df5-219c39983181,PS110-000652,ПС 110 кВ Птицефабрика,ПС 110 кВ Птицефабрика,Substation
65a2361a96b9132bd04d7da0,0e1f6af4-c114-4474-afab-02a94c313a26,PS110-000674,ПС 110 кВ Екатерининская,ПС 110 кВ Екатерининская,Substation
65a2361a96b9132bd04d7da1,0efc499b-cffd-4b33-9480-1ed3373cb2b0,PS110-000687,ПС 110 кВ Заливино,ПС 110 кВ Заливино,Substation
65a2361a96b9132bd04d7da2,0f1226de-a7c4-47d4-889d-c75542c986c7,PS110-000678,ПС 110 кВ Шухово,ПС 110 кВ Шухово,Substation
65a2361a96b9132bd04d7da3,0f6ef8a4-a58c-4423-b697-eea7b3519607,PS110-000588,ПС 110 кВ Нововаршавская,ПС 110 кВ Нововаршавская,Substation
65a2361a96b9132bd04d7da4,137f391e-be41-4765-bd06-ac94259b0d87,PS110-000607,ПС 110 кВ Амурская,ПС 110 кВ Амурская,Substation
65a2361a96b9132bd04d7da5,18b81d59-15ee-46d8-9901-06c5af367cd3,PS110-000631,ПС 110 кВ Энтузиастов,ПС 110 кВ Энтузиастов,Substation
65a2361a96b9132bd04d7da6,1911a180-545a-4418-9f17-9744f6dce4bd,PS110-000577,ПС 110 кВ Исаковская,ПС 110 кВ Исаковская,Substation
65a2361a96b9132bd04d7da7,1b939196-f5b6-434c-b0db-f7cfb910e5bc,PS110-000575,ПС 110 кВ Гауф,ПС 110 кВ Гауф,Substation
65a2361a96b9132bd04d7da8,1c256df2-3ea7-4557-961e-6369cb97a2fb,PS110-000669,ПС 110 кВ Маяк,ПС 110 кВ Маяк,Substation
65a2361a96b9132bd04d7da9,1dbcc1b2-ace9-4091-a8a2-2dbcec76e97a,PS110-000615,ПС 110 кВ Кировская,ПС 110 кВ Кировская,Substation
65a2361a96b9132bd04d7daa,209c1e71-eb21-4dcd-ad22-87571e6dce17,PS110-000579,ПС 110 кВ Романенко,ПС 110 кВ Романенко,Substation
65a2361a96b9132bd04d7dab,20f94b51-70ad-4233-94b3-c5bb25dadc64,PS110-000624,ПС 110 кВ Сибзавод,ПС 110 кВ Сибзавод,Substation
65a2361a96b9132bd04d7dac,2101be0b-559e-4fe0-aa51-91171a579389,PS110-000620,ПС 110 кВ Октябрьская,ПС 110 кВ Октябрьская,Substation
65a2361a96b9132bd04d7dad,21332b7e-e70c-4e55-824d-fea26a6ca0d3,PS110-000679,ПС 110 кВ Бражниково,ПС 110 кВ Бражниково,Substation
65a2361a96b9132bd04d7dae,24a1e435-79b3-4be4-ad76-e81ccfe241c4,PS110-000608,ПС 110 кВ Барановская,ПС 110 кВ Барановская,Substation
65a2361a96b9132bd04d7daf,26123985-4d1d-41d8-b5f9-1197a2a5bbc9,PS110-000629,ПС 110 кВ Центральная,ПС 110 кВ Центральная,Substation
65a2361a96b9132bd04d7db0,2dba0805-0678-41d4-bf64-0dbc47837fe6,PS110-000647,ПС 110 кВ Богословка,ПС 110 кВ Богословка,Substation
65a2361a96b9132bd04d7db1,2fd6fa3d-bdc6-4a06-992c-4da206375956,PS110-000663,ПС 110 кВ Шербакульская,ПС 110 кВ Шербакульская,Substation
65a2361a96b9132bd04d7db2,31b622ca-efff-4893-b977-ad41e4377c62,PS110-000688,ПС 110 кВ Тара,ПС 110 кВ Тара,Substation
65a2361a96b9132bd04d7db3,32ba66b8-011c-473f-adde-edc85254b20a,PS110-000625,ПС 110 кВ Советская,ПС 110 кВ Советская,Substation
65a2361a96b9132bd04d7db4,3317bb6f-059e-4e81-8258-fcfb3bebbff6,PS110-000587,ПС 110 кВ Петропавловская,ПС 110 кВ Петропавловская,Substation
65a2361a96b9132bd04d7db5,334037fb-dd25-49ad-b5a2-0cea216edfde,PS110-000626,ПС 110 кВ Сургутская,ПС 110 кВ Сургутская,Substation
65a2361a96b9132bd04d7db6,33a62dbe-bb28-41bb-b7e7-6978d413c96f,PS110-000662,ПС 110 кВ Кутузовская,ПС 110 кВ Кутузовская,Substation
65a2361a96b9132bd04d7db7,355d07bc-fb85-497f-ab2a-0a4ed202cd33,PS110-000630,ПС 110 кВ Чунаевка,ПС 110 кВ Чунаевка,Substation
65a2361a96b9132bd04d7db8,3a384bbc-3982-44c7-bc6a-14c4742e50cb,PS110-000654,ПС 110 кВ Саргатская,ПС 110 кВ Саргатская,Substation
65a2361a96b9132bd04d7db9,3cf17cae-a486-4935-a8d2-ffdf274f603e,PS110-000693,ПС 110 кВ Большая Тава,ПС 110 кВ Большая Тава,Substation
65a2361a96b9132bd04d7dba,3f78bd0d-24eb-4ceb-93d8-52f7ab4aefc1,PS110-000670,ПС 110 кВ Новологиново,ПС 110 кВ Новологиново,Substation
65a2361a96b9132bd04d7dbb,438faac5-afae-489b-a0b1-6b25200fe7ee,PS110-000584,ПС 110 кВ Победитель,ПС 110 кВ Победитель,Substation
65a2361a96b9132bd04d7dbc,4694a4fa-bc99-4f9e-86a3-89e8226f0603,PS110-000637,ПС 110 кВ Птичья,ПС 110 кВ Птичья,Substation
65a2361a96b9132bd04d7dbd,47320525-274b-4b1f-9a93-44af22a7fb71,PS110-000583,ПС 110 кВ Новокормиловская,ПС 110 кВ Новокормиловская,Substation
65a2361a96b9132bd04d7dbe,474217ab-d876-4828-a08d-c03e4ffe63ea,PS110-000580,ПС 110 кВ Великорусская,ПС 110 кВ Великорусская,Substation
65a2361a96b9132bd04d7dbf,4770d8a6-1aa5-4e10-9802-f6b83f7ee17b,PS110-000639,ПС 110 кВ Тумановская,ПС 110 кВ Тумановская,Substation
65a2361a96b9132bd04d7dc0,52cc0459-eee8-4dc2-88f1-4a35f78971c4,PS110-000594,ПС 110 кВ Русская Поляна,ПС 110 кВ Русская Поляна,Substation
65a2361a96b9132bd04d7dc1,5321444e-b5f8-482d-8c49-db9aab4c1e02,PS110-000601,ПС 110 кВ Бердниково,ПС 110 кВ Бердниково,Substation
65a2361a96b9132bd04d7dc2,5465f84f-9dc7-4537-a8d2-b8b1b8fbf8a0,PS110-000574,ПС 110 кВ Азово,ПС 110 кВ Азово,Substation
65a2361a96b9132bd04d7dc3,54c6f508-be51-453f-8d62-77c386451a86,PS110-000623,ПС 110 кВ Северозападная,ПС 110 кВ Северозападная,Substation
65a2361a96b9132bd04d7dc4,5957a3b2-f82d-4406-b1c9-cb96939b0c7e,PS110-000658,ПС 110 кВ Валуевская-1,ПС 110 кВ Валуевская-1,Substation
65a2361a96b9132bd04d7dc5,5aee3539-93ef-4035-a62d-d17300ef3b54,PS110-000604,ПС 110 кВ Коммунист,ПС 110 кВ Коммунист,Substation
65a2361a96b9132bd04d7dc6,5c8d8672-b3f5-497c-9797-d5b9fc25ce6d,PS110-000691,ПС 110 кВ Тевриз,ПС 110 кВ Тевриз,Substation
65a2361a96b9132bd04d7dc7,5cae4e03-790d-4fc8-a40d-fa1ad9560c69,PS110-000619,ПС 110 кВ Новая,ПС 110 кВ Новая,Substation
65a2361a96b9132bd04d7dc8,5cf41fec-e179-4037-9850-ffd54ef2cfc3,PS110-000598,ПС 110 кВ Сосновская,ПС 110 кВ Сосновская,Substation
65a2361a96b9132bd04d7dc9,5f479377-3eef-4ba6-b92b-726313a64011,PS110-000627,ПС 110 кВ Съездовская,ПС 110 кВ Съездовская,Substation
65a2361a96b9132bd04d7dca,60fef292-5114-44a9-8af7-9e70efb45957,PS110-000681,ПС 110 кВ Карташово,ПС 110 кВ Карташово,Substation
65a2361a96b9132bd04d7dcb,616dd705-fd73-4187-ab04-40d5318a5115,PS110-000578,ПС 110 кВ Красная Поляна,ПС 110 кВ Красная Поляна,Substation
65a2361a96b9132bd04d7dcc,64bb6716-cb7c-4ad5-84f4-9cd444dd5bb2,PS110-000628,ПС 110 кВ Фрунзенская,ПС 110 кВ Фрунзенская,Substation
65a2361a96b9132bd04d7dcd,651dc0ec-0c2f-4907-8894-ceac63718b0c,PS110-000672,ПС 110 кВ Такмык,ПС 110 кВ Такмык,Substation
65a2361a96b9132bd04d7dce,6ae53b6c-7a45-461a-8ff9-d909a921f6d5,PS110-000695,ПС 110 кВ Усть-Ишим,ПС 110 кВ Усть-Ишим,Substation
65a2361a96b9132bd04d7dcf,6ccd9232-a2ac-4739-9f09-5d1e06045594,PS110-000597,ПС 110 кВ Пристанская-110,ПС 110 кВ Пристанская,Substation
65a2361a96b9132bd04d7dd0,6d1fa372-e2c7-479f-b88f-3a85ec5f37cc,PS110-000668,ПС 110 кВ Ингалы,ПС 110 кВ Ингалы,Substation
65a2361a96b9132bd04d7dd1,6d3faa75-cb54-4214-b104-c8dde3ae406d,PS110-000617,ПС 110 кВ Левобережная,ПС 110 кВ Левобережная,Substation
65a2361a96b9132bd04d7dd2,6d4c7483-8e1f-476c-bb61-535790ee72b9,PS110-000642,ПС 110 кВ Покровская,ПС 110 кВ Покровская,Substation
65a2361a96b9132bd04d7dd3,6e221bfa-1d09-4780-b54e-d33ebda090be,PS110-000680,ПС 110 кВ Колосовка,ПС 110 кВ Колосовка,Substation
65a2361a96b9132bd04d7dd4,6ec50277-07e5-4950-ba76-dbf18edee6b4,PS110-000591,ПС 110 кВ Оконешниковская,ПС 110 кВ Оконешниково,Substation
65a2361a96b9132bd04d7dd5,6fb8d094-38d5-4851-8656-4321d41cdcb4,PS110-000660,ПС 110 кВ Тюкалинская,ПС 110 кВ Тюкалинская,Substation
65a2361a96b9132bd04d7dd6,72e1d1d3-867d-435b-8835-706ec7b4ba28,PS110-000645,ПС 110 кВ Ачаирская Оросительная,ПС 110 кВ Ачаирская-Оросительная,Substation
65a2361a96b9132bd04d7dd7,74553c47-6ed1-4775-9477-4f6db95969cc,PS110-000609,ПС 110 кВ Весенняя,ПС 110 кВ Весенняя,Substation
65a2361a96b9132bd04d7dd8,750f669f-a7ab-4458-abc0-0cecb507869d,PS110-000648,ПС 110 кВ Бройлерная,ПС 110 кВ Бройлерная,Substation
65a2361a96b9132bd04d7dd9,7d5cdbc4-5ffc-49f5-94ef-f6dc9935b039,PS110-000606,ПС 110 кВ Черлак,ПС 110 кВ Черлак,Substation
65a2361a96b9132bd04d7dda,7e13b6ec-cf01-4f11-88ea-3055956dd2d2,PS110-000616,ПС 110 кВ Куйбышевская,ПС 110 кВ Куйбышевская,Substation
65a2361a96b9132bd04d7ddb,7edda57c-271e-4412-b263-11bacbdba7a0,PS110-000656,ПС 110 кВ Щербаки,ПС 110 кВ Щербаки,Substation
65a2361a96b9132bd04d7ddc,85033caa-4bba-4e90-9cab-9c60559a7549,PS110-000612,ПС 110 кВ Животновод,ПС 110 кВ Животновод,Substation
65a2361a96b9132bd04d7ddd,867690fc-1178-4f25-a5a0-eb468b08847b,PS110-000689,ПС 110 кВ Телевизионная,ПС 110 кВ Телевизионная,Substation
65a2361a96b9132bd04d7dde,87a52d57-b8b1-45ec-9ac5-8274552186bf,PS110-000635,ПС 110 кВ Новомарьяновская,ПС 110 кВ Новомарьяновская,Substation
65a2361a96b9132bd04d7ddf,8e74cddc-f610-4b85-98cd-b3be9312db95,PS110-000666,ПС 110 кВ Большеречье,ПС 110 кВ Большеречье,Substation
65a2361a96b9132bd04d7de0,8fe9a3ef-b76b-48fe-bbc0-bd41d85429f7,PS110-000582,ПС 110 кВ Дубровская,ПС 110 кВ Дубровская,Substation
65a2361a96b9132bd04d7de1,90dd0cf3-d98a-458d-b6b4-4e085a896a8f,PS110-000592,ПС 110 кВ Павлоградская,ПС 110 кВ Павлоградская,Substation
65a2361a96b9132bd04d7de2,9172c128-590f-45ab-916f-dacfb5cd25ed,PS110-000664,ПС 110 кВ Большие Уки,ПС 110 кВ Большие Уки,Substation
65a2361a96b9132bd04d7de3,95da4f65-31bb-4456-a408-bf8425674007,PS110-000614,ПС 110 кВ Карбышево,ПС 110 кВ Карбышево,Substation
65a2361a96b9132bd04d7de4,9905e220-ab71-43b2-92cd-c1b76222e762,PS110-000586,ПС 110 кВ Николаевская,ПС 110 кВ Николаевская,Substation
65a2361a96b9132bd04d7de5,99c5064e-b288-488f-841a-8578248949bd,PS110-000683,ПС 110 кВ Муромцево,ПС 110 кВ Муромцево,Substation
65a2361a96b9132bd04d7de6,9a2fafbb-c8dc-444a-8b4e-95f3d8ba810a,PS110-000845,ПС 110 кВ Полтавская,ПС 110 кВ Полтавская,Substation
65a2361a96b9132bd04d7de7,a511b612-74db-4585-83a0-7f9440b85636,PS110-000638,ПС 110 кВ Сельская,ПС 110 кВ Сельская,Substation
65a2361a96b9132bd04d7de8,a8a781cc-1435-4abe-9823-5d575a5dd7ea,PS110-000657,ПС 110 кВ Атрачи,ПС 110 кВ Атрачи,Substation
65a2361a96b9132bd04d7de9,ac73eb1f-23a4-4439-a68e-2bee2af44418,PS110-000622,ПС 110 кВ Прибрежная,ПС 110 кВ Прибрежная,Substation
65a2361a96b9132bd04d7dea,ac964f40-54e6-4831-9095-0c68085e9092,PS110-000640,ПС 110 кВ Жирновская,ПС 110 кВ Жирновская,Substation
65a2361a96b9132bd04d7deb,ad0f5dcd-aef9-47aa-8c6b-b659c20ee66d,PS110-000685,ПС 110 кВ Рязаны,ПС 110 кВ Рязаны,Substation
65a2361a96b9132bd04d7dec,b0ddcebb-92b7-4518-a031-f1259d4a13b5,PS110-000694,ПС 110 кВ Орехово,ПС 110 кВ Орехово,Substation
65a2361a96b9132bd04d7ded,b2248a5f-780d-45d7-9c08-a3b86eded6dc,PS110-000585,ПС 110 кВ Нижнеомская,ПС 110 кВ Нижнеомская,Substation
65a2361a96b9132bd04d7dee,b6bbaa79-194a-46fb-b85e-03ca89e61b87,PS110-000649,ПС 110 кВ Морозовская,ПС 110 кВ Морозовская,Substation
65a2361a96b9132bd04d7def,b81941e4-81f7-4645-b6fe-72e8ea4dbc59,PS110-000686,ПС 110 кВ Большие Кучки,ПС 110 кВ Большие Кучки,Substation
65a2361a96b9132bd04d7df0,be3b4444-ffc7-490d-bf61-8d97b9938c57,PS110-000673,ПС 110 кВ Шипицино,ПС 110 кВ Шипицино,Substation
65a2361a96b9132bd04d7df1,c14d7922-0782-48d0-9032-9f7e01f609c8,PS110-000602,ПС 110 кВ Большой Атмас,ПС 110 кВ Большой Атмас,Substation
65a2361a96b9132bd04d7df2,c340e75f-68c4-4d37-a6d4-fc059c031b5e,PS110-000659,ПС 110 кВ Валуевская-2,ПС 110 кВ Валуевская-2,Substation
65a2361a96b9132bd04d7df3,c9391510-a8a8-4ea6-ad6f-788e21112a71,PS110-000600,ПС 110 кВ Таврическая,ПС 110 кВ Таврическая,Substation
65a2361a96b9132bd04d7df4,caa96842-2ba0-4a9c-9acb-438821475d21,PS110-000667,ПС 110 кВ Евгащино,ПС 110 кВ Евгащино,Substation
65a2361a96b9132bd04d7df5,cf4e932b-e921-478d-9195-549a5c595647,PS110-000643,ПС 110 кВ Путиловская,ПС 110 кВ Путиловская,Substation
65a2361a96b9132bd04d7df6,d189e7d4-bb28-4ace-8405-692515ebc69c,PS110-000682,ПС 110 кВ Моховой Привал,ПС 110 кВ Моховой Привал,Substation
65a2361a96b9132bd04d7df7,d96b8493-0407-4ec1-8a79-23a75624830b,PS110-000632,ПС 110 кВ Крутинская,ПС 110 кВ Крутинская,Substation
65a2361a96b9132bd04d7df8,dc877a1b-b6b2-4a7c-8654-73354fa6b809,PS110-000651,ПС 110 кВ Парниковая,ПС 110 кВ Парниковая,Substation
65a2361a96b9132bd04d7df9,dd040021-1601-4f95-8e0f-42ecd3f09a54,PS110-000655,ПС 110 кВ Свердлово,ПС 110 кВ Свердлово,Substation
65a2361a96b9132bd04d7dfa,de58418b-fd2e-42a1-aacf-6e7725ff3efa,PS110-000661,ПС 110 кВ Екатеринославская,ПС 110 кВ Екатеринославская,Substation
65a2361a96b9132bd04d7dfb,def229ef-e70c-463e-80f6-111a3e25404d,PS110-000595,ПС 110 кВ Копейкино,ПС 110 кВ Копейкино,Substation
65a2361a96b9132bd04d7dfc,df79cea8-6e57-4dfb-947c-ab5bccccbaa5,PS110-000690,ПС 110 кВ Бакшеево,ПС 110 кВ Бакшеево,Substation
65a2361a96b9132bd04d7dfd,e31844a8-c11e-499d-9367-e01441b83096,PS110-000692,ПС 110 кВ Утьма,ПС 110 кВ Утьма,Substation
65a2361a96b9132bd04d7dfe,e648688a-047b-42a6-92c1-ad44ad3ac7b7,PS110-000589,ПС 110 кВ Сибирская оросительная,ПС 110 кВ Сибирская оросительная,Substation
65a2361a96b9132bd04d7dff,e89f03e4-4f09-4b94-8a02-a44e97c00f3d,PS110-000621,ПС 110 кВ Омская Нефть,ПС 110 кВ Омская Нефть,Substation
65a2361a96b9132bd04d7e00,eb7d64d8-3570-4837-9b18-eb9523b35b3a,PS110-000644,ПС 110 кВ Утичье,ПС 110 кВ Утичье,Substation
65a2361a96b9132bd04d7e01,f1e69fbc-efc2-4f27-9205-1c04fec6b84c,PS110-000009,ПС 110 кВ Память Тельмана,ПС 110 кВ Память Тельмана,Substation
65a2361a96b9132bd04d7e02,f2076b00-9a02-42e6-a9d3-b2a33dd75380,PS110-000633,ПС 110 кВ Голубковская,ПС 110 кВ Голубковская,Substation
65a2361a96b9132bd04d7e03,f2399684-bf53-4111-8a46-bbdb36e3da9f,PS110-000576,ПС 110 кВ Горьковская,ПС 110 кВ Горьковская,Substation
65a2361a96b9132bd04d7e04,f6c4bc58-94c7-4c9b-ac79-41f1858243fd,PS110-000646,ПС 110 кВ Ачаирская,ПС 110 кВ Ачаирская,Substation
65a2361a96b9132bd04d7e05,f7d345f2-99e2-4ba2-b345-8904c5575c42,PS110-000590,ПС 110 кВ Одесская,ПС 110 кВ Одесская,Substation
65a2361a96b9132bd04d7e06,fb898813-b84f-481b-aa40-7f4db9663b43,PS110-000671,ПС 110 кВ Почекуево,ПС 110 кВ Почекуево,Substation
65a2361a96b9132bd04d7e07,fbed1c47-74ed-4cb7-98cc-4839160220d0,PS110-000634,ПС 110 кВ Новолюбинская,ПС 110 кВ Новолюбинская,Substation
65a2361a96b9132bd04d7e08,fca9457d-f56c-48a3-9036-8a32fbdabcea,PS110-000677,ПС 110 кВ Новоягодное,ПС 110 кВ Новоягодное,Substation
65a2361a96b9132bd04d7e09,fe80221d-8ee0-4dce-b310-7f101f2b9b89,PS110-000610,ПС 110 кВ Власть Труда,ПС 110 кВ Власть Труда,Substation
65a2361a96b9132bd04d7e0a,41dd3781-e9d3-4a87-977f-a82d81b4ee3a,PS110-000966,ПС 110 кВ НПС Кемчуг,ПС 110 кВ НПС Кемчуг,Substation
65a2361a96b9132bd04d7e0b,2566398a-d931-4a3a-af66-08eb1f190a70,PS110-000107,ПС 110 кВ Электрокотельная №1,ПС 110 кВ Электрокотельная № 1,Substation
65a2361a96b9132bd04d7e0c,40a08785-683b-4639-97bf-f89f26fa480a,PS110-000210,ПС 110 кВ Гальбштадтская,ПС 110 кВ Гальбштадская,Substation
65a2361a96b9132bd04d7e0d,7aca27e2-75c8-438e-92bb-9cf7b0db311d,PS110-000886,ПС 110 кВ Юбилейная,ПС 110 кВ Юбилейная,Substation
65a2361a96b9132bd04d7e0e,e1b3a8b3-1ff0-4de8-a0de-ee545e780e8b,PS110-000512,ПС 110 кВ Анжерская НПС,ПС 110 кВ Анжерская НПС,Substation
65a2361a96b9132bd04d7e0f,e7cc8366-7ad0-432c-af2d-f6e8328e6a82,PS110-000243,ПС 110 кВ Городская (СВЭС),ПС 110 кВ Городская,Substation
65a2361a96b9132bd04d7e10,9353d2f1-1b26-461c-9271-0b9a339bb252,PS110-000412,ПС 110 кВ Берёзовская,ПС 110 кВ Березовская (КЭС),Substation
65a2361a96b9132bd04d7e11,bd5a6d46-a1b6-4517-8c5b-f24aaf252ddd,PS110-000204,ПС 110 кВ Кулунда,ПС 110 кВ Кулундинская,Substation
65a2361a96b9132bd04d7e12,22000352-9be5-47d3-a1cc-1b7f985fde1e,PS110-000463,ПС 110 кВ Партизанская (ЮВЭС),ПС 110 кВ Партизанская,Substation
65a2361a96b9132bd04d7e13,89b8870e-ccc1-4328-aee0-04fb0958724e,PS110-000432,ПС 110 кВ Н.Березовская,ПС 110 кВ Новоберёзовская,Substation
65a2361a96b9132bd04d7e14,0213a465-a6a9-4bea-8fd1-adeebabd2024,PS110-000259,ПС 110 кВ Алейская,ПС 110 кВ Алейская,Substation
65a2361a96b9132bd04d7e15,31524575-2b37-4609-8a63-aefb5469e50c,PS110-000492,ПС 110 кВ Тяжинская,ПС 110 кВ Тяжинская,Substation
65a2361a96b9132bd04d7e16,f46d99c5-bcfd-41c5-a134-281fd88d7b72,PS110-000329,ПС 110 кВ Тарутино,ПС 110 кВ Тарутинская,Substation
65a2361a96b9132bd04d7e17,c1fc4d4a-2103-43ff-b178-bc78865e7737,PS110-000665,ПС 110 кВ Радищева,ПС 110 кВ Радищева,Substation
65a2361a96b9132bd04d7e18,ad05e1fb-6422-4b74-bace-0d79cd81e61e,PS110-000675,ПС 110 кВ Избышева,ПС 110 кВ Избышева,Substation
65a2361a96b9132bd04d7e19,52fc9045-dfd6-4017-87b8-d2001ba99de6,PS110-000106,ПС 110 кВ ГПП-2,ПС 110 кВ ГПП-2,Substation
65a2361a96b9132bd04d7e1a,978c6db3-306e-4a4e-b093-49d9a59360ee,PS110-000462,ПС 110 кВ Нагорная,ПС 110 кВ Нагорная,Substation
65a2361a96b9132bd04d7e1b,7f6b9e56-3eab-45ff-83b0-63b6557441c4,PS110-000349,ПС 110 кВ Жилпоселок (ЗЭС),ПС 110 кВ Жилпоселок,Substation
65a2361a96b9132bd04d7e1c,2e0059f3-a8f3-4530-8017-4c963ebcc4d1,PS110-000139,ПС 110 кВ Новотырышенская,ПС 110 кВ Новотырышенская,Substation
65a2361a96b9132bd04d7e1d,03a042ff-94d5-41e7-87d8-749b3e1f4547,PS110-000603,ПС 110 кВ Иртышская,ПС 110 кВ Иртышская,Substation
65a2361a96b9132bd04d7e1e,56984ea4-5a96-436b-8428-56180554b1c6,PS110-000168,ПС 110 кВ Алей,ПС 110 кВ Алей,Substation
65a2361a96b9132bd04d7e1f,636e855d-298b-4aff-bc05-916886518918,PS110-000581,ПС 110 кВ Калачинская,ПС 110 кВ Калачинская,Substation
65a2361a96b9132bd04d7e20,1ffc207d-344f-48bb-9e07-df1c313a5f7d,PS110-000266,ПС 110 кВ Городская,ПС 110 кВ Городская,Substation
65a2361a96b9132bd04d7e21,0d6e5137-f777-4d41-9f7e-421fba715bd0,PS110-000605,ПС 110 кВ Татарская,ПС 110 кВ Татарская,Substation
65a2361a96b9132bd04d7e22,e1a899f5-c319-4733-a36e-9d8fd28964c2,PS110-000372,ПС 110 кВ Восточная (Красноярск),ПС 110 кВ Восточная (КЭС),Substation
65a2361a96b9132bd04d7e23,512baa25-11bf-45e8-8346-257666da63b6,PS110-000270,ПС 110 кВ Ползунова,ПС 110 кВ Ползуново,Substation
65a2361a96b9132bd04d7e24,0ad916d9-1268-4df8-867d-5f3f747d643d,PS110-000466,ПС 110 кВ Анжерская,ПС 110 кВ Анжерская,Substation
65a2361a96b9132bd04d7e25,b24d936d-a128-4cb4-a0ee-49e19fb03f44,PS110-000345,ПС 110 кВ Березовская (ЗЭС),ПС 110 кВ Березовская,Substation
65a2361a96b9132bd04d7e26,d595a821-c13e-4f2f-9626-d9d145ffb3e8,PS110-000450,ПС 110 кВ Партизанская,ПС 110 кВ Партизанская,Substation
65a2361a96b9132bd04d7e27,605cf4b7-15ad-4c16-864e-ac5c36ae339a,PS110-000208,ПС 110 кВ Новотроицкая,ПС 110 кВ Новотроицкая,Substation
65a2361a96b9132bd04d7e28,d4d8413d-b1c9-4787-aa88-8d5b39614656,PS110-000380,ПС 110 кВ Нагорная (КЭС),ПС 110 кВ Красный Яр,Substation
65a2361a96b9132bd04d7e29,8ebce62b-2ee8-44bd-876c-02977962ae9a,PS110-000599,ПС 110 кВ Стрела,ПС 110 кВ Стрела,Substation
65a2361a96b9132bd04d7e2a,60b05b3e-07fa-4d67-8d9a-1ea6d51ac420,PS110-000593,ПС 110 кВ Южная,ПС 110 кВ Южная,Substation
65a2361a96b9132bd04d7e2b,8835272f-fcf6-4117-83a7-d688b4eb5616,PS110-000344,ПС 110 кВ Южная,ПС 110 кВ Южная,Substation
65a2361a96b9132bd04d7e2c,ce649175-cd0a-4858-a5a9-87050ff63b5e,PS110-000596,ПС 110 кВ Новоуральская,ПС 110 кВ Новоуральская,Substation
65a2361a96b9132bd04d7e2d,a5b00543-b585-4a01-9d75-55b0fc2de86a,PS110-000641,ПС 110 кВ Мангут,ПС 110 кВ Мангут,Substation
